"Country Name","Country Code","Indicator Name","Indicator Code","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Belarus","BLR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",0.600000024,3.099999905,8.5,12.80000019,17.70000076,24.39999962,17.10000038,14,12.80000019,12,11.22999954,10.57999992,9.880000114,9.159999847,8.43999958,7.699999809,7.010000229,6.420000076,6.099999905,6.110000134,6.079999924,6.059999943,6.050000191,5.96999979,5.909999847,5.840000153,5.650000095,4.760000229,4.710000038,5.28000021
"Belize","BLZ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",9.579999924,9.659999847,9.779999733,11.10000038,12.47999954,13.81999969,12.68000031,14.31000042,12.84000015,10.86999989,9.069999695,10.03999996,10.38000011,10.65999985,10.90999985,9.390000343,8.510000229,8.180000305,8.430000305,8.449999809,8.399999619,8.380000114,8.350000381,8.239999771,7.579999924,7,6.599999905,6.519999981,6.460000038,7.820000172
"Bermuda","BMU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Bolivia","BOL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.74000001,2.789999962,2.869999886,2.890000105,2.890000105,2.890000105,2.880000114,2.880000114,2.910000086,2.890000105,2.880000114,2.910000086,2.900000095,2.869999886,2.819999933,2.720000029,2.640000105,2.599999905,2.859999895,2.549999952,2.220000029,2.049999952,2.390000105,2.00999999,3.069999933,3.5,3.660000086,3.519999981,3.460000038,5.610000134
"Brazil","BRA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",6.369999886,6.420000076,6.03000021,6.239999771,6.420000076,7.25,8.159999847,9.420000076,10.21000004,9.899999619,9.609999657,9.369999886,9.989999771,9.109999657,9.569999695,8.640000343,8.329999924,7.340000153,8.520000458,7.730000019,6.920000076,7.190000057,6.980000019,6.659999847,8.430000305,11.60000038,12.81999969,12.32999992,11.93000031,13.67000008
"Barbados","BRB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",22.96999931,22.94000053,24.54000092,22.97999954,19.65999985,14.71000004,14.60999966,12.39999962,10.60999966,9.350000381,9.850000381,10.31999969,11,9.569999695,9.079999924,8.729999542,7.409999847,8.119999886,10.02000046,10.68999958,11.18999958,11.59000015,11.55000019,12.17000008,11.35000038,9.720000267,9.859999657,10,10.10000038,12.78999996
"Brunei Darussalam","BRN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",4.699999809,4.75,4.78000021,4.869999886,4.980000019,5.090000153,5.199999809,5.320000172,5.409999847,5.53000021,5.639999866,5.730000019,5.820000172,5.949999809,6.099999905,6.300000191,6.489999771,6.610000134,6.460000038,6.510000229,6.639999866,6.710000038,6.800000191,6.96999979,7.690000057,8.470000267,9.319999695,8.699999809,6.920000076,8.369999886
"Bhutan","BTN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",1.340000033,1.360000014,1.389999986,1.399999976,1.399999976,1.399999976,1.399999976,1.399999976,1.399999976,1.639999986,1.899999976,1.860000014,1.799999952,2.49000001,3.099999905,3.130000114,3.700000048,3.680000067,3.960000038,3.319999933,3.230000019,2.049999952,2.869999886,2.630000114,2.450000048,2.420000076,2.359999895,2.299999952,2.269999981,3.74000001
"Botswana","BWA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",13.81999969,16.09000015,18.61000061,21.20000076,21.38999939,21.59000015,21.21999931,20.86000061,18.34000015,15.88000011,18.54000092,21.12999916,23.79999924,21.76000023,19.77000046,17.78000069,17,16.35000038,16.17000008,17.86000061,17.85000038,17.86000061,17.87999916,17.78000069,17.70999908,17.62000084,17.45999908,17.31999969,17.20999908,17.70000076
"Central African Republic","CAF","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",4.289999962,4.349999905,4.440000057,4.46999979,4.46999979,4.46999979,4.460000038,4.460000038,4.5,4.46999979,4.449999809,4.489999771,4.489999771,4.440000057,4.380000114,4.269999981,4.170000076,4.119999886,4.340000153,4.380000114,4.380000114,4.380000114,4.389999866,4.340000153,4.300000191,4.25,4.170000076,4.090000153,4.039999962,4.329999924
"Canada","CAN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",10.31999969,11.19999981,11.38000011,10.39999962,9.489999771,9.619999886,9.100000381,8.279999733,7.579999924,6.829999924,7.21999979,7.670000076,7.570000172,7.190000057,6.760000229,6.320000172,6.039999962,6.139999866,8.340000153,8.06000042,7.510000229,7.289999962,7.070000172,6.909999847,6.909999847,7,6.340000153,5.829999924,5.659999847,9.479999542
"Central Europe and the Baltics","CEB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",9.841267388,10.071417,11.30217483,11.41744627,11.00977025,10.26354953,9.156204153,8.952602665,10.38508247,12.43365164,13.22653765,13.74528142,12.95753848,12.93416867,12.05618592,10.10488728,7.807919658,6.606206049,8.490134223,9.901324842,9.789501314,9.977872316,10.04678074,8.949772639,7.814061986,6.48756723,5.295032149,4.314953094,3.779586867,4.559771131
"Switzerland","CHE","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",1.779999971,2.809999943,3.720000029,3.880000114,3.329999924,3.710000038,4.199999809,3.599999905,3.150000095,2.670000076,2.49000001,2.920000076,4.119999886,4.320000172,4.440000057,4,3.650000095,3.349999905,4.119999886,4.800000191,4.400000095,4.489999771,4.75,4.829999924,4.800000191,4.920000076,4.800000191,4.710000038,4.389999866,4.940000057
"Channel Islands","CHI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",5.630000114,5.590000153,5.53000021,5.559999943,5.610000134,5.670000076,5.730000019,5.78000021,5.809999943,5.880000114,5.940000057,5.960000038,5.989999771,6.070000172,6.159999847,6.309999943,6.449999809,6.5,6.289999962,6.28000021,6.349999905,6.369999886,6.409999847,6.510000229,6.619999886,6.739999771,6.869999886,7.010000229,7.110000134,8.159999847
"Chile","CHL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",5.230000019,4.349999905,4.489999771,5.869999886,4.699999809,7.409999847,7.139999866,7.309999943,11.15999985,10.48999977,10.39000034,10.17000008,9.770000458,10.15999985,9.340000153,9.020000458,8.430000305,9.289999962,11.31000042,8.420000076,7.340000153,6.659999847,6.210000038,6.670000076,6.510000229,6.739999771,6.960000038,7.230000019,7.289999962,11.51000023
"China","CHN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.400000095,2.400000095,2.700000048,2.900000095,3,3.099999905,3.200000048,3.200000048,3.299999952,3.299999952,3.799999952,4.199999809,4.599999905,4.5,4.5,4.400000095,4.300000191,4.599999905,4.699999809,4.5,4.5,4.599999905,4.599999905,4.599999905,4.599999905,4.5,4.400000095,4.300000191,4.599999905,5
"Cote d'Ivoire","CIV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",6.619999886,6.699999809,5.840000153,4.949999809,4.099999905,4.099999905,4.099999905,4.099999905,4.329999924,4.519999981,4.710000038,4.960000038,5.179999828,5.360000134,5.510000229,5.610000134,5.710000038,5.880000114,6.409999847,6.710000038,6.960000038,7.21999979,4.25,3.650000095,3.099999905,2.599999905,3.269999981,3.210000038,3.170000076,3.5
"Cameroon","CMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",7.789999962,7.880000114,8.020000458,8.06000042,8.06000042,8.06000042,7.929999828,7.809999943,7.75,7.599999905,7.460000038,6.679999828,5.900000095,5.130000114,4.400000095,3.690000057,3.059999943,3.309999943,3.769999981,4.110000134,3.970000029,3.839999914,3.710000038,3.529999971,3.50999999,3.470000029,3.410000086,3.359999895,3.319999933,3.619999886
""Congo"," Dem. Rep.,COD,Unemployment"," total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,2.78999996",,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
""Congo"," Rep.,COG,Unemployment"," total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,19.5900001",,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Colombia","COL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",10.11999989,9.43999958,7.800000191,8.25,8.720000267,11.81000042,12.14000034,15,20.05999947,20.52000046,15.03999996,15.63000011,14.18999958,13.72000027,11.86999989,11.52999973,11.19999981,11.27000046,12.06999969,10.97999954,10.10999966,9.739999771,9.050000191,8.569999695,8.300000191,8.68999958,8.869999886,9.109999657,9.960000038,15.43999958
"Comoros","COM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",4.449999809,4.5,4.570000172,4.590000153,4.590000153,4.590000153,4.579999924,4.579999924,4.610000134,4.590000153,4.579999924,4.610000134,4.610000134,4.570000172,4.840000153,5.070000172,5.300000191,5.590000153,6.190000057,6.599999905,6.980000019,7.389999866,7.809999943,8.140000343,8.090000153,8.010000229,7.889999866,7.78000021,7.699999809,8.430000305
"Cabo Verde","CPV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",10.55000019,10.61999989,10.75,10.78999996,10.77999973,10.77999973,10.77000046,10.77000046,10.81999969,10.78999996,10.76000023,10.81000042,10.81000042,10.75,10.67000008,10.51000023,10.36999989,10.31000042,10.61999989,10.67000008,10.93000031,11.21000004,11.48999977,11.68999958,11.89999962,12.10000038,12.23999977,12.17000008,12.06999969,13.40999985
"Costa Rica","CRI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",5.369999886,3.930000067,3.950000048,4.050000191,5.179999828,6.159999847,5.679999828,5.329999924,5.900000095,5.079999924,5.920000076,6.329999924,6.559999943,6.389999866,6.570000172,5.739999771,4.489999771,4.78000021,7.710000038,7.170000076,10.14000034,9.779999733,8.770000458,9.06000042,9,8.600000381,8.140000343,9.630000114,11.48999977,17.07999992
"Caribbean small states","CSS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",13.11246158,13.26717091,13.42596631,12.80222908,12.60166971,12.41213143,12.49139149,11.9269684,11.96353702,11.62606348,11.28652847,11.14187136,10.17644585,9.826405667,9.627638842,8.900219899,8.544572426,8.813720294,9.869367879,10.35343822,10.53234624,11.16143385,11.70421403,10.89994952,10.65521162,10.65265689,9.791030926,8.743072502,8.031608275,9.798032625
"Cuba","CUB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",7.940000057,8.039999962,8.220000267,8.279999733,8.270000458,7.610000134,7.099999905,6.230000019,6.260000229,5.449999809,4.079999924,3.309999943,2.329999924,1.850000024,1.950000048,1.909999967,1.789999962,1.580000043,1.669999957,2.5,3.180000067,3.460000038,3.289999962,2.700000048,2.400000095,2,1.700000048,1.700000048,1.669999957,3.869999886
"Curacao","CUW","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Cayman Islands","CYM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Cyprus","CYP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.089999914,2.089999914,2.460000038,2.890000105,3.359999895,3.890000105,4.460000038,5.070000172,5.699999809,4.96999979,3.980000019,3.299999952,4.139999866,4.329999924,5.300000191,4.539999962,3.920000076,3.660000086,5.360000134,6.260000229,7.860000134,11.80000019,15.86999989,16.09000015,14.90999985,12.94999981,11.05000019,8.369999886,7.070000172,7.210000038
"Czech Republic","CZE","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.269999981,3.220000029,4.320000172,4.300000191,4.019999981,3.890000105,4.269999981,5.900000095,8.489999771,8.760000229,7.989999771,7.019999981,7.539999962,8.210000038,7.929999828,7.150000095,5.320000172,4.389999866,6.659999847,7.28000021,6.710000038,6.980000019,6.949999809,6.110000134,5.050000191,3.950000048,2.890000105,2.24000001,2.00999999,2.940000057
"Germany","DEU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",5.320000172,6.320000172,7.679999828,8.729999542,8.159999847,8.829999924,9.859999657,9.789999962,8.859999657,7.920000076,7.769999981,8.479999542,9.779999733,10.72999954,11.17000008,10.25,8.659999847,7.53000021,7.739999771,6.96999979,5.820000172,5.380000114,5.230000019,4.980000019,4.619999886,4.119999886,3.75,3.380000114,3.140000105,4.309999943
"Djibouti","DJI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",11.38000011,11.47000027,11.60999966,11.65999985,11.64999962,11.65999985,11.64000034,11.64000034,11.69999981,11.65999985,11.63000011,11.68999958,11.68999958,11.61999989,11.52000046,11.34000015,11.17000008,11.10000038,11.46000004,11.52000046,11.51000023,11.52000046,11.53999996,11.44999981,11.39000034,11.31000042,11.18000031,11.06000042,10.97000027,11.56999969
"Dominica","DMA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Denmark","DNK","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",9.100000381,9.029999733,10.72000027,8.039999962,6.989999771,6.840000153,5.400000095,5.039999962,5.139999866,4.480000019,4.159999847,4.269999981,5.400000095,5.199999809,4.829999924,3.900000095,3.799999952,3.680000067,6.409999847,7.75,7.769999981,7.800000191,7.380000114,6.929999828,6.28000021,5.989999771,5.829999924,5.130000114,5.019999981,5.659999847
"Dominican Republic","DOM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",6.239999771,6.300000191,6.400000095,6.429999828,6.429999828,6.429999828,6.420000076,6.420000076,6.460000038,6.429999828,7.260000229,6.78000021,6.940000057,6.300000191,6.590000153,5.659999847,5.159999847,4.760000229,5.46999979,5.210000038,6.090000153,6.71999979,7.349999905,6.71999979,7.610000134,7.28000021,5.829999924,5.860000134,6.360000134,8.899999619
"Algeria","DZA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",20.60000038,24.37999916,26.22999954,27.73999977,31.84000015,28.55999947,25.43000031,26.82999992,28.37000084,29.77000046,27.29999924,25.89999962,23.71999931,17.64999962,15.27000046,12.27000046,13.78999996,11.32999992,10.15999985,9.960000038,9.960000038,10.97000027,9.819999695,10.21000004,11.21000004,10.19999981,12,11.89000034,11.81000042,12.82999992
"East Asia & Pacific (excluding high income)","EAP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.413562513,2.384039448,2.629170213,2.919676499,3.004669365,3.096020488,3.182292555,3.362400145,3.485682257,3.432957562,3.830016047,4.113551237,4.405636387,4.388568115,4.445635962,4.332052976,4.294922619,4.420156903,4.375170973,4.126473427,4.063120868,4.053098332,4.039909398,4.018108941,4.076293151,3.987629527,3.873147926,3.794352513,3.937943027,4.389350118
"Early-demographic dividend","EAR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",5.315379117,5.409993594,5.652714966,5.959920903,6.273189175,6.163919652,6.036469731,6.154901625,6.32225812,6.303618649,6.382219167,6.649823708,6.544148401,6.371478656,6.28922942,5.953612462,5.809853561,5.626523976,5.87314701,5.727839286,5.675137845,5.653829989,5.732492432,5.65201013,5.787183853,5.791298247,5.685262041,5.635792173,5.601946273,6.864854439
"East Asia & Pacific","EAS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.461731399,2.455600078,2.699252466,2.964577983,3.043974254,3.144552863,3.22944411,3.526288415,3.66284508,3.563306918,3.945598164,4.219846941,4.476749404,4.413075279,4.436527198,4.304650664,4.246192753,4.364740091,4.435977401,4.198877232,4.091286851,4.065746275,4.037951558,4.006020422,4.047203407,3.952416154,3.830151453,3.735401037,3.858327695,4.339073667
"Europe & Central Asia (excluding high income)","ECA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",5.05579805,5.318456713,6.097379347,7.806203943,9.19824411,10.1044997,11.1165241,12.21954723,12.36160833,10.95338289,10.24627339,9.790276658,9.597479206,9.254493143,8.634367669,8.128997216,7.339730432,7.361356576,9.135038701,8.511692355,7.851641562,7.239521198,7.247082823,7.459057653,7.577965922,7.586085417,7.367608493,7.057572,7.29446562,8.121997875
"Europe & Central Asia","ECS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",7.005767334,7.475751288,8.635993481,9.679514449,9.992168663,10.33869127,10.55879974,10.73831898,10.63792475,9.811526233,9.099718453,9.133228059,9.14005954,9.116242951,8.731927407,8.089263431,7.171463508,7.091559507,8.936480122,9.01760018,8.761266196,8.969745929,9.19736387,8.949875142,8.546152413,8.078880604,7.472058678,6.887735643,6.687331403,7.405227183
